Open time,FIROUSDT,DEXEUSDT,ERNUSDT,HARDUSDT,STMXUSDT,DIAUSDT,PNTUSDT,UMAUSDT,SFPUSDT,MLNUSDT,DATAUSDT,PONDUSDT,ANKRUSDT,DENTUSDT,LINAUSDT,SUNUSDT,ARDRUSDT,DOCKUSDT,CTSIUSDT,KMDUSDT,OGNUSDT,SCUSDT,BELUSDT,CELOUSDT,IOTXUSDT,LTOUSDT,OXTUSDT,QTUMUSDT,ZENUSDT,BANDUSDT
2024-12-12 12:00:00,1.557,9.642,3.166,0.1809,0.007692,0.8964,,3.806,0.7065,22.89,0.05057,0.02121,0.04896,0.001633,0.007014,0.02627,0.10982,,0.2106,0.3529,0.1437,0.007009,0.7716,0.8893,0.04886,0.1962,0.1231,4.221,15.8,2.038
2024-12-12 13:00:00,1.578,9.848,3.238,0.1827,0.007859,0.9177,,3.913,0.7219,23.31,0.05187,0.02165,0.04985,0.001677,0.007169,0.02693,0.11166,,0.2156,0.3609,0.1472,0.007105,0.7902,0.9066,0.04985,0.1997,0.1258,4.305,16.07,2.103
2024-12-12 14:00:00,1.567,9.714,3.176,0.1806,0.007731,0.9067,,3.905,0.7157,23.09,0.0514,0.02158,0.04924,0.001656,0.007259,0.02649,0.11028,,0.213,0.3571,0.146,0.007048,0.78,0.8921,0.04927,0.1978,0.1273,4.249,15.92,2.159
2024-12-12 15:00:00,1.573,9.864,3.178,0.1815,0.007799,0.9191,,3.916,0.7166,24.07,0.05194,0.02167,0.0494,0.001673,0.007242,0.02667,0.11091,,0.2148,0.3593,0.1465,0.00712,0.7889,0.9019,0.04985,0.1987,0.1303,4.273,15.91,2.2
2024-12-12 16:00:00,1.573,9.804,3.164,0.1825,0.007774,0.9185,,3.869,0.7168,24.14,0.05199,0.0218,0.04931,0.001668,0.007193,0.02665,0.11065,,0.2149,0.3606,0.1462,0.0071,0.7884,0.9001,0.04959,0.1985,0.1283,4.271,15.87,2.137
2024-12-12 17:00:00,1.608,9.986,3.223,0.186,0.007812,0.928,,3.891,0.7274,24.02,0.0531,0.02215,0.04954,0.00169,0.007254,0.02695,0.11242,,0.2182,0.3704,0.1464,0.007146,0.8066,0.9021,0.04995,0.2013,0.1264,4.297,15.93,2.133
2024-12-12 18:00:00,1.624,10.02,3.237,0.1865,0.007874,0.9433,,3.868,0.7293,24.18,0.05319,0.02262,0.04952,0.001687,0.007215,0.02701,0.11267,,0.2184,0.3791,0.147,0.007119,0.8035,0.9035,0.0501,0.2026,0.1267,4.305,15.91,2.131
2024-12-12 19:00:00,1.609,9.986,3.201,0.187,0.00781,0.9448,,3.844,0.7294,23.72,0.05313,0.0226,0.04897,0.001664,0.007117,0.02703,0.11162,,0.2162,0.3762,0.1455,0.007072,0.797,0.8914,0.04947,0.1999,0.1255,4.275,15.84,2.093
2024-12-12 20:00:00,1.575,9.652,3.117,0.1838,0.007581,0.9015,,3.749,0.7089,23.13,0.05161,0.02225,0.04722,0.001623,0.006961,0.02605,0.10808,,0.2102,0.3685,0.1414,0.006855,0.773,0.8639,0.04793,0.1933,0.1225,4.153,15.48,2.041
2024-12-12 21:00:00,1.606,9.888,3.162,0.1876,0.007745,0.9164,,3.823,0.7267,23.38,0.05252,0.02292,0.04814,0.001662,0.00714,0.02652,0.10857,,0.2152,0.3762,0.1443,0.006986,0.794,0.8792,0.04879,0.1942,0.1247,4.221,15.8,2.081
2024-12-12 22:00:00,1.622,9.874,3.148,0.1897,0.007665,0.906,,3.82,0.7205,23.36,0.0526,0.02429,0.0477,0.001653,0.00714,0.0262,0.10856,,0.2154,0.3698,0.1439,0.006991,0.7905,0.875,0.04851,0.1956,0.1234,4.183,15.62,2.078
2024-12-12 23:00:00,1.626,9.883,3.167,0.1888,0.007682,0.9015,,3.805,0.7242,23.64,0.0534,0.02379,0.04778,0.001655,0.007167,0.02606,0.1089,,0.2159,0.3778,0.1446,0.00703,0.7971,0.8729,0.04869,0.1959,0.1235,4.179,15.48,2.07
2024-12-13 00:00:00,1.623,9.867,3.182,0.189,0.007691,0.9,,3.811,0.7265,23.79,0.05405,0.02393,0.0478,0.001659,0.007166,0.02614,0.10992,,0.2164,0.3878,0.1448,0.007042,0.7956,0.8772,0.04909,0.1966,0.1237,4.185,15.57,2.071
2024-12-13 01:00:00,1.618,9.81,3.16,0.1861,0.007654,0.8969,,3.771,0.7296,23.78,0.0542,0.02407,0.04741,0.001655,0.007079,0.02627,0.1095,,0.2152,0.3928,0.1438,0.00703,0.7826,0.875,0.0491,0.1962,0.1233,4.158,15.56,2.031
2024-12-13 02:00:00,1.602,9.71,3.142,0.1847,0.007595,0.8871,,3.749,0.7184,23.49,0.05419,0.02393,0.04696,0.00164,0.00705,0.02599,0.10772,,0.214,0.3929,0.1429,0.006983,0.7776,0.8664,0.04879,0.195,0.1221,4.134,15.51,2.019
2024-12-13 03:00:00,1.62,9.749,3.175,0.1868,0.007679,0.9044,,3.824,0.7262,23.66,0.05493,0.02431,0.04741,0.001662,0.00716,0.02599,0.10858,,0.2164,0.3971,0.1449,0.007018,0.7873,0.8779,0.04908,0.1967,0.1241,4.174,15.57,2.064
