Open time,FIROUSDT,DEXEUSDT,ERNUSDT,HARDUSDT,STMXUSDT,DIAUSDT,PNTUSDT,UMAUSDT,SFPUSDT,MLNUSDT,DATAUSDT,PONDUSDT,ANKRUSDT,DENTUSDT,LINAUSDT,SUNUSDT,ARDRUSDT,DOCKUSDT,CTSIUSDT,KMDUSDT,OGNUSDT,SCUSDT,BELUSDT,CELOUSDT,IOTXUSDT,LTOUSDT,OXTUSDT,QTUMUSDT,ZENUSDT,BANDUSDT
2025-01-03 23:00:00,2.114,18.732,2.775,0.1432,0.005725,0.7782,,3.017,0.748,20.76,0.05098,0.02378,0.03906,0.001528,0.005587,0.0261,0.0946,,0.1725,0.3324,0.1282,0.005768,0.6214,0.715,0.04312,0.1566,0.1265,3.452,30.25,1.586
2025-01-04 00:00:00,2.113,18.607,2.773,0.1433,0.00575,0.7799,,3.044,0.7521,20.86,0.05115,0.0236,0.03918,0.001523,0.005625,0.0261,0.09479,,0.1729,0.3306,0.1276,0.005739,0.6223,0.7148,0.04313,0.1571,0.1268,3.46,29.7,1.59
2025-01-04 01:00:00,2.095,18.42,2.745,0.1428,0.00568,0.7761,,3.138,0.7449,20.82,0.05061,0.02342,0.03875,0.001506,0.005572,0.02587,0.09367,,0.1718,0.3264,0.1271,0.005666,0.6193,0.712,0.04294,0.1563,0.1253,3.417,29.39,1.583
2025-01-04 02:00:00,2.121,18.415,2.734,0.1437,0.005676,0.778,,3.102,0.7439,20.92,0.05074,0.02358,0.03887,0.001511,0.005578,0.02592,0.0939,,0.1725,0.3274,0.1278,0.005703,0.6202,0.7146,0.04349,0.157,0.1257,3.442,29.97,1.589
2025-01-04 03:00:00,2.122,18.438,2.757,0.1441,0.005682,0.7784,,3.213,0.7455,20.93,0.0506,0.02396,0.03911,0.001528,0.005622,0.02606,0.09431,,0.1723,0.3279,0.1279,0.005735,0.6201,0.7181,0.04343,0.1576,0.1266,3.475,29.99,1.593
2025-01-04 04:00:00,2.096,19.156,2.75,0.1457,0.00569,0.7779,,3.249,0.7457,20.96,0.05083,0.02411,0.03911,0.001525,0.005605,0.02604,0.09443,,0.1722,0.3264,0.1281,0.005739,0.6221,0.7184,0.04345,0.1575,0.1264,3.461,29.61,1.59
2025-01-04 05:00:00,2.12,19.37,2.745,0.1454,0.005693,0.775,,3.21,0.7428,21.01,0.05067,0.02395,0.03898,0.00152,0.005586,0.02595,0.09428,,0.1717,0.3261,0.1285,0.005711,0.6193,0.7162,0.04329,0.1574,0.1257,3.448,29.1,1.59
2025-01-04 06:00:00,2.1,17.689,2.752,0.147,0.005742,0.7778,,3.227,0.7436,21.08,0.05111,0.02437,0.039,0.001536,0.005586,0.02606,0.09462,,0.1722,0.3269,0.1289,0.005734,0.609,0.7199,0.04326,0.158,0.1263,3.466,28.82,1.595
2025-01-04 07:00:00,2.113,17.435,2.753,0.1507,0.005808,0.781,,3.181,0.7492,21.06,0.05094,0.02491,0.03934,0.001546,0.005648,0.02614,0.09533,,0.1736,0.3293,0.1301,0.005768,0.6245,0.7211,0.04321,0.1592,0.1281,3.48,28.92,1.6
2025-01-04 08:00:00,2.123,17.32,2.757,0.1521,0.005791,0.7842,,3.228,0.7501,21.15,0.05073,0.02503,0.03928,0.001593,0.005649,0.02622,0.0951,,0.1751,0.3327,0.1299,0.00582,0.6263,0.7196,0.04272,0.1609,0.1277,3.477,29.09,1.599
2025-01-04 09:00:00,2.073,17.413,2.714,0.1489,0.005703,0.7725,,3.197,0.743,20.78,0.05009,0.02469,0.03876,0.001536,0.005519,0.02599,0.09396,,0.1716,0.3273,0.1278,0.00576,0.6121,0.7117,0.04248,0.157,0.1255,3.431,28.55,1.569
2025-01-04 10:00:00,2.079,17.789,2.739,0.1496,0.005744,0.7746,,3.25,0.7435,20.86,0.05011,0.02527,0.03872,0.00155,0.005555,0.02599,0.09473,,0.172,0.3287,0.1284,0.005755,0.6194,0.7138,0.04255,0.1575,0.1258,3.443,28.61,1.576
2025-01-04 11:00:00,2.085,17.488,2.751,0.1509,0.005744,0.7758,,3.204,0.7425,20.83,0.04989,0.02573,0.03866,0.001545,0.005541,0.02603,0.09465,,0.1719,0.3259,0.1284,0.005766,0.6177,0.7136,0.04245,0.1574,0.1254,3.437,28.95,1.576
2025-01-04 12:00:00,2.076,17.593,2.747,0.1511,0.005752,0.7792,,3.183,0.7427,20.87,0.05101,0.02556,0.03859,0.001536,0.00551,0.02601,0.0946,,0.1721,0.3266,0.1285,0.005775,0.6149,0.7139,0.04243,0.1584,0.1256,3.437,28.83,1.573
2025-01-04 13:00:00,2.095,17.387,2.796,0.1509,0.005798,0.7876,,3.175,0.7469,21.06,0.0516,0.02487,0.03924,0.00155,0.005579,0.02636,0.09491,,0.1743,0.3316,0.1305,0.005801,0.6235,0.7207,0.04243,0.159,0.1274,3.466,29.02,1.59
2025-01-04 14:00:00,2.096,17.549,2.823,0.1516,0.005802,0.7937,,3.185,0.7486,21.02,0.0513,0.02533,0.0393,0.001557,0.005606,0.02642,0.09512,,0.1753,0.3335,0.1314,0.005816,0.6232,0.722,0.0423,0.1599,0.1277,3.467,28.91,1.593
2025-01-04 15:00:00,2.107,17.39,2.808,0.1501,0.005795,0.7967,,3.186,0.7514,20.94,0.05137,0.02459,0.03931,0.001569,0.005619,0.02651,0.09499,,0.1752,0.334,0.1315,0.005833,0.6237,0.7223,0.04238,0.1601,0.1272,3.47,28.75,1.594
2025-01-04 16:00:00,2.065,17.202,2.755,0.1461,0.005673,0.7778,,3.109,0.7337,20.5,0.05041,0.02443,0.03837,0.001528,0.005498,0.02602,0.09398,,0.1711,0.3252,0.1281,0.005718,0.6083,0.7108,0.04133,0.1564,0.1239,3.407,28.25,1.557
2025-01-04 17:00:00,2.066,17.011,2.763,0.1468,0.005697,0.7801,,3.136,0.7367,20.46,0.05049,0.02428,0.03851,0.001535,0.005538,0.02629,0.09414,,0.171,0.3267,0.129,0.005733,0.6136,0.7123,0.04158,0.1567,0.1248,3.412,28.34,1.562
2025-01-04 18:00:00,2.079,17.126,2.781,0.147,0.005735,0.7891,,3.211,0.7367,20.63,0.05078,0.02435,0.03874,0.001542,0.005577,0.02622,0.09429,,0.1717,0.3272,0.1296,0.005751,0.6151,0.7161,0.04166,0.157,0.1258,3.423,28.56,1.57
2025-01-04 19:00:00,2.071,17.348,2.776,0.1464,0.005718,0.785,,3.143,0.7346,20.51,0.05058,0.02434,0.0386,0.001582,0.005571,0.0261,0.09414,,0.1718,0.3246,0.129,0.005728,0.6165,0.7161,0.0414,0.1561,0.1256,3.419,28.54,1.568
2025-01-04 20:00:00,2.074,17.249,2.781,0.1468,0.005732,0.7879,,3.17,0.7355,20.66,0.05063,0.0246,0.03859,0.001578,0.005599,0.02618,0.09416,,0.1726,0.3262,0.1282,0.005715,0.6187,0.7156,0.0416,0.1568,0.1258,3.426,28.65,1.573
2025-01-04 21:00:00,2.075,17.063,2.796,0.1466,0.005751,0.7927,,3.168,0.7355,20.71,0.05088,0.02446,0.03885,0.00156,0.005601,0.02624,0.09483,,0.1734,0.3268,0.129,0.005737,0.6258,0.715,0.04191,0.1575,0.1273,3.442,28.56,1.581
2025-01-04 22:00:00,2.072,17.095,2.789,0.1456,0.005744,0.7879,,3.146,0.7333,20.64,0.05065,0.02463,0.03886,0.001546,0.005584,0.02623,0.09471,,0.1724,0.3257,0.1284,0.005744,0.6226,0.7116,0.04182,0.1573,0.1266,3.424,28.64,1.575
2025-01-04 23:00:00,2.068,17.098,2.779,0.1451,0.005743,0.7891,,3.152,0.7339,20.59,0.05074,0.02504,0.03886,0.001542,0.005577,0.02626,0.09463,,0.1719,0.3251,0.1287,0.005727,0.6234,0.7134,0.04183,0.1573,0.1267,3.425,28.56,1.576
2025-01-05 00:00:00,2.078,17.186,2.782,0.1454,0.005771,0.7894,,3.15,0.7342,20.57,0.05081,0.02521,0.03892,0.001537,0.005599,0.02624,0.09514,,0.1725,0.3267,0.1289,0.005751,0.6241,0.714,0.04188,0.1571,0.1269,3.429,28.4,1.577
2025-01-05 01:00:00,2.072,17.334,2.777,0.1453,0.005742,0.7818,,3.14,0.7336,20.51,0.05059,0.02461,0.0389,0.001523,0.005558,0.02602,0.09509,,0.1719,0.3266,0.1274,0.00574,0.6206,0.7144,0.04183,0.1551,0.126,3.423,28.23,1.57
2025-01-05 02:00:00,2.063,17.217,2.76,0.1442,0.005716,0.7776,,3.125,0.7326,20.43,0.0505,0.02458,0.0387,0.00151,0.005551,0.02608,0.09505,,0.1707,0.3243,0.1268,0.005709,0.6193,0.7105,0.04164,0.155,0.1254,3.407,28.14,1.562
2025-01-05 03:00:00,2.076,17.168,2.759,0.1451,0.005745,0.7822,,3.143,0.7372,20.53,0.05074,0.02482,0.039,0.00152,0.00558,0.02606,0.09542,,0.1713,0.3256,0.1267,0.005813,0.6216,0.7124,0.04177,0.1549,0.1263,3.414,29.21,1.565
2025-01-05 04:00:00,2.07,17.312,2.768,0.1451,0.005738,0.7806,,3.141,0.7396,20.54,0.05071,0.02465,0.039,0.001516,0.005572,0.02609,0.09503,,0.1714,0.3234,0.1263,0.005803,0.6225,0.7129,0.04174,0.1549,0.1255,3.408,29.35,1.565
2025-01-05 05:00:00,2.088,17.234,2.768,0.1456,0.00575,0.7841,,3.19,0.7392,20.62,0.05092,0.02466,0.03907,0.001536,0.005583,0.02609,0.09542,,0.1721,0.3264,0.127,0.005812,0.6266,0.7147,0.04169,0.1552,0.1257,3.439,29.2,1.575
2025-01-05 06:00:00,2.064,17.143,2.756,0.1433,0.005732,0.7793,,3.186,0.7352,20.51,0.05065,0.02426,0.0388,0.00153,0.005536,0.02603,0.09635,,0.1718,0.3273,0.1265,0.005819,0.6236,0.7121,0.04159,0.1551,0.1256,3.443,28.67,1.567
2025-01-05 07:00:00,2.077,17.119,2.773,0.1438,0.005793,0.7831,,3.204,0.7369,20.7,0.05081,0.02442,0.03919,0.001542,0.005589,0.02611,0.09691,,0.173,0.3306,0.128,0.005813,0.6258,0.7171,0.04159,0.157,0.1271,3.499,28.53,1.584
2025-01-05 08:00:00,2.122,17.01,2.78,0.1444,0.005786,0.7848,,3.205,0.7375,20.74,0.05129,0.02453,0.03925,0.001544,0.005592,0.02612,0.09667,,0.1741,0.3314,0.1278,0.005824,0.628,0.7183,0.04161,0.1568,0.1293,3.477,28.35,1.585
2025-01-05 09:00:00,2.109,17.107,2.763,0.1443,0.005831,0.7861,,3.187,0.7376,20.64,0.05124,0.02496,0.03912,0.001549,0.005591,0.02606,0.09779,,0.1738,0.3326,0.128,0.00586,0.6287,0.718,0.0417,0.1572,0.1275,3.491,28.2,1.591
2025-01-05 10:00:00,2.073,17.197,2.731,0.1445,0.005792,0.7804,,3.177,0.7354,20.52,0.05082,0.02471,0.0388,0.001532,0.005556,0.02585,0.09671,,0.1726,0.3287,0.1265,0.005827,0.6233,0.7161,0.04156,0.1557,0.1265,3.43,27.78,1.583
2025-01-05 11:00:00,2.09,17.188,2.735,0.1448,0.005828,0.7845,,3.21,0.7363,20.58,0.05134,0.02477,0.03883,0.001546,0.005604,0.02581,0.09694,,0.1734,0.3324,0.1271,0.005847,0.6273,0.7146,0.0415,0.1561,0.1258,3.433,27.94,1.582
2025-01-05 12:00:00,2.069,17.079,2.731,0.1459,0.005816,0.7825,,3.183,0.7374,20.56,0.05176,0.02488,0.03878,0.001557,0.005615,0.02569,0.09628,,0.1739,0.3324,0.1272,0.005837,0.6312,0.7144,0.04142,0.1571,0.1257,3.434,28.07,1.576
2025-01-05 13:00:00,2.059,17.097,2.732,0.1458,0.005837,0.7862,,3.193,0.7388,20.63,0.05192,0.02502,0.03897,0.001546,0.005674,0.02567,0.09861,,0.1742,0.3313,0.1272,0.005862,0.6341,0.716,0.04146,0.157,0.1251,3.453,27.86,1.579
2025-01-05 14:00:00,2.081,17.277,2.712,0.1457,0.005791,0.7808,,3.172,0.7364,20.54,0.05339,0.02511,0.03888,0.001527,0.005663,0.02567,0.09705,,0.1729,0.3297,0.1265,0.00581,0.6308,0.7161,0.04128,0.1564,0.1239,3.443,27.86,1.579
2025-01-05 15:00:00,2.075,17.408,2.727,0.1454,0.005809,0.7773,,3.182,0.737,20.77,0.05339,0.02463,0.03894,0.001517,0.005643,0.02561,0.09802,,0.173,0.3294,0.1263,0.005808,0.6332,0.7162,0.0415,0.1559,0.124,3.44,27.58,1.578
2025-01-05 16:00:00,2.067,17.33,2.74,0.1455,0.005803,0.7803,,3.169,0.7373,20.8,0.05277,0.02455,0.03888,0.001504,0.005657,0.0256,0.09782,,0.173,0.3327,0.1266,0.005817,0.6321,0.7173,0.04157,0.1566,0.1246,3.444,27.57,1.581
2025-01-05 17:00:00,2.079,17.363,2.737,0.1448,0.005791,0.7776,,3.143,0.7377,20.71,0.05243,0.02449,0.03866,0.001486,0.0056,0.0256,0.09786,,0.1722,0.3313,0.1264,0.005794,0.6307,0.7177,0.04167,0.1564,0.1238,3.426,27.61,1.576
2025-01-05 18:00:00,2.076,17.368,2.745,0.1443,0.005788,0.7745,,3.133,0.7355,20.6,0.05219,0.02444,0.03862,0.001488,0.005584,0.0256,0.09758,,0.1723,0.3313,0.1262,0.005772,0.6283,0.7193,0.0419,0.1559,0.1236,3.428,27.57,1.575
2025-01-05 19:00:00,2.089,17.139,2.767,0.1447,0.005811,0.7784,,3.154,0.736,20.79,0.05174,0.02463,0.03899,0.001502,0.005524,0.02571,0.09821,,0.1732,0.3396,0.1268,0.005813,0.6317,0.7252,0.04222,0.1567,0.1242,3.442,27.66,1.586
2025-01-05 20:00:00,2.094,17.14,2.771,0.1448,0.005832,0.7836,,3.148,0.7362,20.83,0.05137,0.02465,0.03926,0.001512,0.005552,0.02577,0.0984,,0.174,0.3357,0.1275,0.005835,0.6314,0.7299,0.0421,0.1566,0.1243,3.453,27.82,1.589
2025-01-05 21:00:00,2.108,17.028,2.766,0.1453,0.005823,0.7834,,3.15,0.7364,20.88,0.05129,0.02449,0.0393,0.001535,0.005566,0.02575,0.09911,,0.1736,0.3372,0.1278,0.005827,0.6333,0.7278,0.04206,0.1567,0.1245,3.446,27.78,1.584
2025-01-05 22:00:00,2.105,17.034,2.763,0.1459,0.005847,0.7856,,3.165,0.7377,20.85,0.05111,0.02446,0.03962,0.001553,0.005569,0.02583,0.09908,,0.1745,0.3382,0.128,0.005816,0.6367,0.7285,0.04214,0.157,0.1249,3.464,27.84,1.586
2025-01-05 23:00:00,2.122,17.141,2.769,0.1459,0.005849,0.7875,,3.155,0.7388,20.88,0.05122,0.02472,0.0395,0.00154,0.005582,0.02584,0.09919,,0.1749,0.3408,0.1283,0.00584,0.6375,0.7252,0.04223,0.1572,0.1246,3.468,27.75,1.594
2025-01-06 00:00:00,2.101,16.982,2.764,0.146,0.005845,0.785,,3.141,0.7363,20.83,0.05084,0.0247,0.03944,0.001532,0.005563,0.02578,0.09939,,0.1751,0.338,0.1279,0.005817,0.6367,0.7257,0.04233,0.1563,0.1244,3.464,27.71,1.588
2025-01-06 01:00:00,2.059,16.908,2.724,0.1442,0.005794,0.771,,3.111,0.7282,20.5,0.05035,0.02471,0.03876,0.001505,0.005476,0.02556,0.09869,,0.1721,0.3314,0.1251,0.00579,0.6273,0.7154,0.04178,0.1554,0.1221,3.442,27.42,1.562
2025-01-06 02:00:00,2.073,17.104,2.741,0.1458,0.005917,0.7772,,3.135,0.7347,20.76,0.05056,0.02499,0.0393,0.00152,0.00557,0.02576,0.09901,,0.1741,0.3338,0.1264,0.005967,0.6317,0.7253,0.04207,0.1564,0.1235,3.483,27.55,1.582
2025-01-06 03:00:00,2.068,16.957,2.765,0.147,0.005896,0.7838,,3.153,0.7372,20.88,0.05099,0.02497,0.03982,0.001529,0.005614,0.0259,0.09905,,0.1752,0.3359,0.1269,0.006037,0.6377,0.7277,0.04257,0.1575,0.1252,3.543,28.15,1.597
2025-01-06 04:00:00,2.074,17.136,2.763,0.1466,0.005909,0.786,,3.148,0.7375,20.86,0.05105,0.02504,0.03981,0.001526,0.005611,0.0259,0.09952,,0.1753,0.3358,0.1272,0.005968,0.6352,0.7316,0.04242,0.1571,0.125,3.534,28.68,1.604
2025-01-06 05:00:00,2.063,16.811,2.764,0.147,0.005901,0.7844,,3.143,0.7373,20.82,0.05088,0.02524,0.0398,0.001518,0.005616,0.02613,0.0995,,0.1748,0.3351,0.1272,0.006006,0.6345,0.7295,0.04286,0.1571,0.1246,3.514,28.3,1.6
2025-01-06 06:00:00,2.051,16.67,2.757,0.1469,0.00591,0.7835,,3.14,0.7368,20.59,0.05064,0.02757,0.03996,0.001508,0.005576,0.02611,0.09938,,0.1744,0.3345,0.1272,0.005999,0.6343,0.7277,0.04239,0.1573,0.1249,3.521,28.37,1.6
2025-01-06 07:00:00,2.032,16.49,2.74,0.1463,0.005952,0.7775,,3.116,0.7368,20.58,0.05068,0.02694,0.04005,0.001508,0.005563,0.02599,0.10022,,0.1731,0.3329,0.1268,0.006101,0.6281,0.7281,0.042,0.157,0.1242,3.507,28.61,1.597
2025-01-06 08:00:00,2.01,16.492,2.732,0.1459,0.005957,0.7754,,3.118,0.7365,20.57,0.05049,0.02702,0.03982,0.001502,0.005536,0.02596,0.10125,,0.1728,0.3322,0.1266,0.006089,0.6271,0.7284,0.0421,0.1564,0.1237,3.512,28.46,1.598
2025-01-06 09:00:00,1.989,16.398,2.708,0.1453,0.005912,0.7712,,3.109,0.7338,20.47,0.05018,0.0275,0.03947,0.001498,0.005514,0.02584,0.10006,,0.1725,0.3319,0.1256,0.006163,0.6226,0.7241,0.04182,0.1551,0.123,3.48,27.94,1.579
2025-01-06 10:00:00,1.999,16.396,2.707,0.1454,0.005926,0.7744,,3.08,0.7372,20.53,0.05014,0.02673,0.03954,0.001521,0.005522,0.0258,0.1003,,0.1732,0.3332,0.1259,0.006083,0.6224,0.7257,0.04178,0.1552,0.1233,3.493,28.13,1.582
2025-01-06 11:00:00,2.001,16.468,2.716,0.1458,0.005964,0.7778,,3.09,0.7387,20.59,0.05034,0.02668,0.03967,0.001519,0.00554,0.02591,0.10056,,0.1733,0.3352,0.126,0.00615,0.6234,0.7253,0.04187,0.1551,0.1238,3.497,28.16,1.584
2025-01-06 12:00:00,2.005,16.418,2.744,0.1466,0.005993,0.7812,,3.109,0.7386,20.77,0.05067,0.02642,0.04009,0.001539,0.005587,0.02599,0.10209,,0.1751,0.3386,0.1269,0.006164,0.6291,0.7296,0.04201,0.1562,0.1252,3.526,28.26,1.592
2025-01-06 13:00:00,1.998,16.329,2.721,0.1462,0.006027,0.775,,3.084,0.7361,20.67,0.05034,0.0263,0.03998,0.001553,0.005557,0.02617,0.10164,,0.1747,0.3371,0.1259,0.006045,0.6275,0.7287,0.04174,0.1562,0.1247,3.531,28.0,1.578
2025-01-06 14:00:00,2.014,16.253,2.736,0.1469,0.006124,0.7798,,3.115,0.7356,20.74,0.05108,0.02645,0.0406,0.001565,0.005572,0.02623,0.10212,,0.1751,0.3375,0.1266,0.00605,0.631,0.7319,0.0418,0.1562,0.1257,3.554,28.59,1.588
2025-01-06 15:00:00,2.001,16.277,2.752,0.1475,0.006161,0.7721,,3.141,0.7373,20.87,0.05171,0.02655,0.04065,0.001588,0.005628,0.0263,0.10234,,0.1758,0.3384,0.1278,0.006096,0.6346,0.7413,0.04205,0.158,0.1269,3.577,28.64,1.604
2025-01-06 16:00:00,2.02,16.4,2.775,0.1482,0.006229,0.793,,3.17,0.7383,21.12,0.05208,0.02742,0.04105,0.001605,0.005729,0.02635,0.10254,,0.1783,0.34,0.1299,0.006089,0.6413,0.7443,0.04259,0.1594,0.128,3.604,28.71,1.626
2025-01-06 17:00:00,2.008,16.33,2.775,0.147,0.006261,0.8089,,3.168,0.7406,21.17,0.05216,0.02708,0.041,0.001604,0.005732,0.02639,0.10262,,0.1776,0.342,0.1303,0.00611,0.6398,0.745,0.04253,0.1589,0.1271,3.632,29.27,1.634
2025-01-06 18:00:00,1.992,16.189,2.747,0.1466,0.006207,0.7964,,3.129,0.7348,20.86,0.05175,0.0266,0.04062,0.001587,0.005663,0.02642,0.10215,,0.1745,0.338,0.1287,0.006059,0.6333,0.7391,0.0421,0.1578,0.1255,3.59,28.93,1.611
2025-01-06 19:00:00,2.002,16.028,2.743,0.1472,0.006208,0.8008,,3.12,0.7362,20.85,0.05176,0.02631,0.04068,0.001571,0.005634,0.02645,0.10229,,0.1741,0.3376,0.1284,0.00607,0.633,0.7419,0.04168,0.1579,0.1251,3.57,28.87,1.611
2025-01-06 20:00:00,2.003,16.061,2.752,0.1479,0.0062,0.8012,,3.141,0.7315,20.91,0.05208,0.02672,0.0408,0.001574,0.005639,0.02648,0.10224,,0.1746,0.3399,0.1287,0.006128,0.6326,0.7442,0.04208,0.1581,0.1257,3.603,28.75,1.613
2025-01-06 21:00:00,1.999,15.975,2.743,0.1471,0.00616,0.7991,,3.132,0.7317,20.78,0.05205,0.0274,0.04067,0.001566,0.005613,0.02647,0.10233,,0.1741,0.3395,0.1283,0.00611,0.6339,0.7463,0.04193,0.158,0.1255,3.585,28.83,1.608
2025-01-06 22:00:00,1.99,15.952,2.732,0.1466,0.006136,0.7922,,3.108,0.7235,20.67,0.05168,0.02688,0.04058,0.001564,0.00557,0.02642,0.10201,,0.1726,0.3375,0.1273,0.006109,0.629,0.7452,0.04172,0.1568,0.1248,3.556,28.62,1.598
2025-01-06 23:00:00,2.007,15.941,2.754,0.1465,0.006153,0.7949,,3.109,0.7215,20.76,0.05183,0.02703,0.04074,0.001573,0.005552,0.02664,0.10289,,0.1735,0.3382,0.1277,0.006164,0.6305,0.741,0.04162,0.157,0.1249,3.56,28.71,1.602
2025-01-07 00:00:00,2.018,16.12,2.759,0.1465,0.006202,0.7975,,3.123,0.7151,20.82,0.05187,0.02717,0.04073,0.001575,0.005574,0.02668,0.1035,,0.1741,0.3407,0.1284,0.006161,0.6312,0.7411,0.04169,0.1577,0.1251,3.571,29.04,1.603
2025-01-07 01:00:00,2.018,16.106,2.761,0.1463,0.006123,0.7896,,3.112,0.7145,20.9,0.05163,0.02653,0.04048,0.001571,0.005557,0.02661,0.10182,,0.1732,0.3383,0.1274,0.006289,0.6317,0.7329,0.04143,0.1571,0.1239,3.543,28.34,1.592
2025-01-07 02:00:00,2.014,16.178,2.782,0.1473,0.006196,0.7928,,3.128,0.7177,21.07,0.05185,0.02694,0.0407,0.001584,0.005624,0.02683,0.10179,,0.1744,0.3404,0.1283,0.006412,0.6344,0.7372,0.04172,0.1578,0.1246,3.552,28.35,1.599
2025-01-07 03:00:00,1.988,16.216,2.735,0.1458,0.006095,0.7802,,3.084,0.7101,20.78,0.05122,0.02726,0.04017,0.001543,0.00552,0.02668,0.10141,,0.1716,0.335,0.1257,0.0063,0.6249,0.7284,0.04134,0.1559,0.1227,3.511,27.96,1.577
2025-01-07 04:00:00,1.993,16.393,2.753,0.1458,0.006127,0.7828,,3.103,0.7085,20.86,0.05139,0.02679,0.04029,0.001558,0.005554,0.02672,0.10163,,0.1725,0.3355,0.126,0.006393,0.6268,0.7335,0.04138,0.1564,0.1229,3.532,28.13,1.584
2025-01-07 05:00:00,1.983,16.062,2.736,0.1445,0.006082,0.7789,,3.088,0.7038,20.76,0.05105,0.02671,0.03999,0.001543,0.005498,0.027,0.10137,,0.1716,0.3328,0.1254,0.006451,0.6242,0.7301,0.04142,0.1555,0.1223,3.521,28.09,1.576
2025-01-07 06:00:00,2.001,16.043,2.745,0.1461,0.006091,0.7776,,3.094,0.7067,20.89,0.05135,0.02726,0.04022,0.001547,0.005516,0.02698,0.10146,,0.1722,0.3348,0.1257,0.006461,0.6266,0.7313,0.04142,0.1561,0.1226,3.531,28.23,1.583
2025-01-07 07:00:00,2.005,15.967,2.761,0.1464,0.006089,0.7814,,3.115,0.7072,20.93,0.05133,0.02741,0.04027,0.00156,0.005511,0.02695,0.10152,,0.1735,0.3388,0.1266,0.006516,0.6314,0.7342,0.04148,0.1571,0.1234,3.558,28.8,1.589
2025-01-07 08:00:00,2.082,15.927,2.772,0.1466,0.00605,0.7762,,3.093,0.7068,20.89,0.05114,0.0276,0.04013,0.001562,0.005489,0.02682,0.10062,,0.1728,0.3374,0.1257,0.006495,0.6294,0.7303,0.04131,0.1559,0.1229,3.541,28.94,1.58
2025-01-07 09:00:00,2.037,16.06,2.806,0.1472,0.006077,0.7814,,3.112,0.7101,20.98,0.05109,0.02744,0.04026,0.001572,0.005534,0.02667,0.10096,,0.174,0.3386,0.1265,0.006595,0.6338,0.7325,0.04182,0.1555,0.1239,3.55,29.23,1.595
2025-01-07 10:00:00,2.047,15.967,2.84,0.1468,0.006073,0.7749,,3.11,0.7087,20.87,0.05111,0.02709,0.04013,0.001556,0.005493,0.02673,0.10066,,0.1724,0.3363,0.1258,0.006667,0.6307,0.7292,0.04168,0.1545,0.1229,3.534,29.09,1.586
2025-01-07 11:00:00,2.098,16.008,2.794,0.1466,0.006088,0.7755,,3.103,0.71,20.81,0.05085,0.02754,0.03999,0.001551,0.005483,0.02675,0.09987,,0.1726,0.3365,0.1254,0.00671,0.6308,0.7289,0.04155,0.1539,0.1224,3.522,28.3,1.584
2025-01-07 12:00:00,2.071,16.046,2.757,0.1453,0.006009,0.7689,,3.043,0.7073,20.63,0.05061,0.02714,0.03958,0.001536,0.005416,0.0267,0.09933,,0.1701,0.3345,0.1242,0.006537,0.6237,0.7227,0.04098,0.1511,0.1213,3.478,28.31,1.57
2025-01-07 13:00:00,2.06,16.048,2.748,0.1443,0.00602,0.7715,,3.06,0.7098,20.65,0.05084,0.02692,0.03967,0.001539,0.005432,0.02677,0.09978,,0.1709,0.3359,0.125,0.006395,0.6265,0.7241,0.0411,0.1516,0.1218,3.487,28.08,1.579
2025-01-07 14:00:00,2.079,15.996,2.756,0.1443,0.006063,0.7704,,3.064,0.7126,20.59,0.05097,0.02663,0.03976,0.001541,0.005459,0.02673,0.09984,,0.1711,0.3402,0.1251,0.006396,0.6272,0.7251,0.04119,0.1519,0.1218,3.507,28.03,1.584
2025-01-07 15:00:00,2.24,15.745,2.714,0.143,0.005954,0.7603,,3.023,0.7025,20.38,0.05056,0.02608,0.03905,0.001519,0.005369,0.02648,0.09886,,0.1682,0.3487,0.1229,0.006345,0.6159,0.7142,0.04045,0.1505,0.12,3.453,26.84,1.558
2025-01-07 16:00:00,2.137,15.464,2.6,0.1374,0.005763,0.7405,,2.928,0.687,19.67,0.04897,0.0254,0.03758,0.001411,0.005084,0.02571,0.09626,,0.1608,0.319,0.1159,0.006117,0.5906,0.6851,0.03916,0.1437,0.1169,3.32,25.89,1.496
2025-01-07 17:00:00,2.263,15.675,2.537,0.138,0.005737,0.7343,,2.92,0.6878,20.36,0.04866,0.02514,0.03738,0.001404,0.00502,0.02561,0.09628,,0.1606,0.3218,0.116,0.006162,0.5901,0.6825,0.03926,0.1444,0.1164,3.314,24.97,1.49
2025-01-07 18:00:00,2.439,15.659,2.484,0.1377,0.005727,0.728,,2.888,0.6879,19.53,0.04859,0.02474,0.03708,0.001396,0.005011,0.02539,0.0959,,0.1598,0.3149,0.1157,0.00617,0.585,0.674,0.0391,0.1434,0.1163,3.294,25.06,1.48
2025-01-07 19:00:00,2.635,15.724,2.465,0.1375,0.005652,0.726,,2.854,0.6832,19.47,0.04816,0.02444,0.03664,0.001374,0.004952,0.02525,0.09463,,0.1587,0.3143,0.1147,0.006084,0.58,0.668,0.03888,0.1377,0.1156,3.256,24.86,1.469
2025-01-07 20:00:00,2.409,15.357,2.434,0.1364,0.005613,0.7168,,2.831,0.6783,19.38,0.04819,0.02423,0.03633,0.001351,0.004882,0.02502,0.09395,,0.1575,0.3116,0.1137,0.005997,0.5728,0.6634,0.03874,0.1396,0.1139,3.238,24.55,1.456
